ID,species,country,Village,Location,Sub.County,date,latitude,longitude,year,lineage
Z0826253,Human,Kenya,NA,Gem,Siaya,27/02/2018,0.077195474,34.47023396,2018,Cosmopolitan AF1b_A2
KT119660,Canis familiaris,Central African Republic,NA,NA,Bangui,19/06/2006,4.3243833,18.5261667,2006,Cosmopolitan AF1b_A2
KT119661,Canis familiaris,Central African Republic,NA,NA,Bangui,20/07/2006,4.32555,18.5261667,2006,Cosmopolitan AF1b_A2
KT119662,Canis familiaris,Central African Republic,NA,NA,Bangui,10/08/2006,4.3271833,18.5250333,2006,Cosmopolitan AF1b_A2
KT119666,Canis familiaris,Central African Republic,NA,NA,Bangui,31/01/2007,4.3290833,18.5346611,2007,Cosmopolitan AF1b_A2
KT119733,Dog,Central African Republic,NA,NA,Bangui,04/02/2009,4.3301,18.51845,2009,Cosmopolitan AF1b_A2
KT119635,Canis familiaris,Central African Republic,NA,NA,Bangui,01/02/2003,4.33515,18.5309833,2003,Cosmopolitan AF1b_A2
KT119675,Canis familiaris,Central African Republic,NA,NA,Bangui,18/04/2007,4.33525,18.52645,2007,Cosmopolitan AF1b_A2
KT119673,Capra hircus,Central African Republic,NA,NA,Bangui,11/04/2007,4.3389833,18.5323667,2007,Cosmopolitan AF1b_A2
KT119667,Canis familiaris,Central African Republic,NA,NA,Bangui,06/02/2007,4.3410833,18.5323333,2007,Cosmopolitan AF1b_A2
KT119730,Dog,Central African Republic,NA,NA,Bangui,07/12/2008,4.3418667,18.5433833,2008,Cosmopolitan AF1b_A2
KT119689,Canis familiaris,Central African Republic,NA,NA,Bangui,21/07/2007,4.3453833,18.54425,2007,Cosmopolitan AF1b_A2
KT119690,Canis familiaris,Central African Republic,NA,NA,Bangui,23/07/2007,4.3525833,18.5310333,2007,Cosmopolitan AF1b_A2
KT119699,Canis familiaris,Central African Republic,NA,NA,Bangui,13/09/2007,4.3536333,18.5405667,2007,Cosmopolitan AF1b_A2
KT119688,Felis catus,Central African Republic,NA,NA,Bangui,06/07/2007,4.3573333,18.5575333,2007,Cosmopolitan AF1b_A2
KT119724,Dog,Central African Republic,NA,NA,Bangui,08/09/2008,4.3577667,18.5406,2008,Cosmopolitan AF1b_A2
KT119709,Dog,Central African Republic,NA,NA,Bangui,24/12/2007,4.3582333,18.51855,2007,Cosmopolitan AF1b_A2
KT119669,Canis familiaris,Central African Republic,NA,NA,Bangui,13/03/2007,4.3603889,18.5460333,2007,Cosmopolitan AF1b_A2
KT119750,Dog,Central African Republic,NA,NA,Bangui,28/03/2010,4.3608667,18.5768833,2010,Cosmopolitan AF1b_A2
KT119691,Canis familiaris,Central African Republic,NA,NA,Bangui,26/07/2007,4.3618333,18.53515,2007,Cosmopolitan AF1b_A2
KT119705,Dog,Central African Republic,NA,NA,Bangui,13/12/2007,4.3622167,18.5525667,2007,Cosmopolitan AF1b_A2
KT119680,Canis familiaris,Central African Republic,NA,NA,Bangui,07/05/2007,4.3627,18.57045,2007,Cosmopolitan AF1b_A2
KT119729,Dog,Central African Republic,NA,NA,Bangui,05/12/2008,4.36295,18.5190333,2008,Cosmopolitan AF1b_A2
KT119726,Dog,Central African Republic,NA,NA,Bangui,20/11/2008,4.36305,18.5649,2008,Cosmopolitan AF1b_A2
KT119634,Canis familiaris,Central African Republic,NA,NA,Bangui,16/01/2003,4.3630667,18.5872167,2003,Cosmopolitan AF1b_A2
KT119723,Dog,Central African Republic,NA,NA,Bangui,25/08/2008,4.36385,18.5467,2008,Cosmopolitan AF1b_A2
KT119727,Dog,Central African Republic,NA,NA,Bangui,26/11/2008,4.3649667,18.55335,2008,Cosmopolitan AF1b_A2
KT119712,Dog,Central African Republic,NA,NA,Bangui,08/03/2008,4.3649833,18.5635167,2008,Cosmopolitan AF1b_A2
KT119711,Dog,Central African Republic,NA,NA,Bangui,09/02/2008,4.3657667,18.5234,2008,Cosmopolitan AF1b_A2
KT119681,Canis familiaris,Central African Republic,NA,NA,Bangui,14/05/2007,4.3671333,18.5729667,2007,Cosmopolitan AF1b_A2
KT119736,Dog,Central African Republic,NA,NA,Bangui,07/04/2009,4.3673,18.5859667,2009,Cosmopolitan AF1b_A2
